Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
India,01-04-2021 00:26,Mobile,Subscribe,/products,direct,110,52,35,917,741,479,1255,4.51,Amazon Web Services (AWS),01-04-2021,00:26:00,Thursday
UK,06-04-2020 21:08,Mobile,Download,/products,social media,106,64,30,221,585,129,1212,5.57,Amazon Music,06-04-2020,21:08:00,Monday
UK,05-04-2022 23:04,Mobile,Purchase,/products,referral,47,30,13,601,1769,225,286,5.86,amazon.com,05-04-2022,23:04:00,Tuesday
UK,07-05-2023 13:17,Mobile,Sign Up,/products,paid search,72,34,2,135,1158,184,193,5.69,Amazon Prime,07-05-2023,13:17:00,Sunday
UK,09-08-2023 16:06,Mobile,Sign Up,/products,referral,41,54,24,584,1989,230,936,3.02,Amazon Prime,09-08-2023,16:06:00,Wednesday
USA,11-09-2022 12:21,Desktop,Contact Form,/products,social media,30,59,5,431,1214,114,1458,3.61,AWS Support,11-09-2022,12:21:00,Sunday
USA,09-07-2021 15:23,Desktop,Download,/products,social media,146,34,22,817,977,201,1480,3.14,Prime Video,09-07-2021,15:23:00,Friday
USA,08-10-2021 00:39,Mobile,Download,/products,paid search,153,51,30,753,1050,421,82,3.07,Amazon Music,08-10-2021,00:39:00,Friday
USA,07-06-2021 16:24,Desktop,Download,/products,paid search,141,56,36,253,1286,421,978,1.95,Prime Video,07-06-2021,16:24:00,Monday
USA,04-10-2020 17:23,Desktop,Purchase,/products,organic search,157,26,3,573,350,16,1104,5.54,amazon.com,04-10-2020,17:23:00,Sunday
USA,08-11-2020 21:33,Mobile,Purchase,/products,organic search,134,41,45,506,378,147,809,5.28,amazon.com,08-11-2020,21:33:00,Sunday
USA,04-02-2021 11:03,Mobile,Subscribe,/products,organic search,33,46,36,426,1771,56,1422,3.86,Amazon Prime,04-02-2021,11:03:00,Thursday
USA,04-08-2022 17:49,Desktop,Subscribe,/products,organic search,45,60,30,745,1522,335,1245,4.12,Audible,04-08-2022,17:49:00,Thursday
Australia,04-09-2021 05:04,Desktop,Contact Form,/about,paid search,79,23,40,159,1582,484,219,5.46,Amazon Help,04-09-2021,05:04:00,Saturday
Canada,03-02-2020 10:31,Mobile,Purchase,/about,organic search,159,24,28,323,1071,97,722,2.75,amazon.com,03-02-2020,10:31:00,Monday
Canada,04-10-2021 15:11,Mobile,Subscribe,/about,organic search,38,28,48,957,1626,461,1273,4.17,Audible,04-10-2021,15:11:00,Monday
India,08-08-2021 20:15,Mobile,Contact Form,/about,paid search,43,20,3,146,412,373,902,5.67,Amazon Help,08-08-2021,20:15:00,Sunday
India,11-07-2021 17:23,Mobile,Sign Up,/about,organic search,56,32,42,523,1899,17,1371,3.37,Amazon Prime,11-07-2021,17:23:00,Sunday
India,04-09-2021 23:07,Mobile,Sign Up,/about,referral,92,38,26,309,1192,259,1277,4.65,Amazon.com,04-09-2021,23:07:00,Saturday
India,02-02-2023 20:08,Mobile,Subscribe,/about,social media,154,35,12,873,1754,469,870,5.81,Amazon Prime,02-02-2023,20:08:00,Thursday
UK,07-09-2022 23:21,Mobile,Download,/about,referral,163,61,38,873,1410,274,922,1.75,Amazon Music,07-09-2022,23:21:00,Wednesday
UK,07-10-2020 01:37,Mobile,Sign Up,/about,organic search,125,49,5,91,1066,356,172,1.2,Amazon.com,07-10-2020,01:37:00,Wednesday
UK,03-01-2020 06:16,Desktop,Subscribe,/about,direct,84,20,25,983,1595,342,1461,1.13,Audible,03-01-2020,06:16:00,Friday
UK,09-09-2020 01:51,Mobile,Subscribe,/about,organic search,52,38,49,889,456,251,807,2.72,Amazon Prime,09-09-2020,01:51:00,Wednesday
UK,08-04-2021 00:13,Desktop,Subscribe,/about,referral,148,46,46,389,1577,109,865,2.24,Audible,08-04-2021,00:13:00,Thursday
USA,03-08-2021 09:42,Desktop,Contact Form,/about,social media,151,47,39,315,1295,153,1307,4.89,Amazon Help,03-08-2021,09:42:00,Tuesday
USA,07-04-2021 05:59,Mobile,Subscribe,/about,organic search,162,27,48,948,116,195,572,3.83,Amazon Prime,07-04-2021,05:59:00,Wednesday
USA,03-03-2020 16:41,Desktop,Subscribe,/about,direct,42,45,43,270,685,9,1279,2.83,Audible,03-03-2020,16:41:00,Tuesday
USA,12-02-2021 21:41,Mobile,Subscribe,/about,social media,134,57,30,728,404,231,1471,1.79,Audible,12-02-2021,21:41:00,Friday
Australia,06-11-2020 23:36,Desktop,Contact Form,/blog,paid search,163,61,47,111,1408,325,626,4.4,Amazon Support,06-11-2020,23:36:00,Friday
Australia,08-02-2020 05:30,Tablet,Download,/blog,paid search,64,62,37,390,1626,106,693,2.54,Amazon Music,08-02-2020,05:30:00,Saturday
Australia,01-07-2022 21:58,Mobile,Sign Up,/blog,referral,123,44,21,434,1141,330,828,3.26,Amazon Music,01-07-2022,21:58:00,Friday
Australia,09-07-2020 17:35,Mobile,Subscribe,/blog,social media,89,44,9,966,1832,249,517,1.54,Amazon Web Services (AWS),09-07-2020,17:35:00,Thursday
Canada,11-05-2021 13:15,Mobile,Contact Form,/blog,direct,144,51,43,740,389,411,492,1.94,AWS Support,11-05-2021,13:15:00,Tuesday
Canada,11-07-2020 01:08,Mobile,Contact Form,/blog,organic search,52,68,8,422,1045,252,401,3.61,Amazon Help,11-07-2020,01:08:00,Saturday
Canada,06-01-2021 17:12,Mobile,Download,/blog,organic search,148,55,8,936,722,6,1062,2.73,Amazon Music,06-01-2021,17:12:00,Wednesday
Canada,12-01-2023 18:19,Mobile,Download,/blog,direct,144,56,39,322,1308,443,51,3.96,Amazon Music,12-01-2023,18:19:00,Thursday
Canada,10-09-2022 20:43,Mobile,Download,/blog,direct,62,68,41,674,1299,137,1328,2.04,Prime Video,10-09-2022,20:43:00,Saturday
Canada,08-10-2021 06:23,Mobile,Sign Up,/blog,paid search,73,49,26,146,1425,417,1428,5.64,Amazon Prime,08-10-2021,06:23:00,Friday
Canada,01-04-2023 07:49,Desktop,Subscribe,/blog,paid search,141,44,34,688,1448,15,1108,1.07,Amazon Prime,01-04-2023,07:49:00,Saturday
India,10-08-2023 13:13,Desktop,Contact Form,/blog,referral,67,48,21,447,225,144,1485,4.74,Amazon Support,10-08-2023,13:13:00,Thursday
India,02-02-2023 09:19,Mobile,Subscribe,/blog,direct,179,45,37,686,642,305,186,2.54,Audible,02-02-2023,09:19:00,Thursday
UK,07-03-2023 10:52,Desktop,Download,/blog,direct,129,37,12,396,1893,194,361,3.94,Prime Video,07-03-2023,10:52:00,Tuesday
UK,01-12-2022 18:24,Desktop,Download,/blog,social media,88,47,36,763,1766,292,313,5.99,Amazon Music,01-12-2022,18:24:00,Thursday
UK,05-04-2021 00:10,Mobile,Download,/blog,direct,149,57,3,624,1369,453,772,4.02,Prime Video,05-04-2021,00:10:00,Monday
UK,09-11-2021 02:48,Mobile,Purchase,/blog,social media,120,29,44,637,1322,121,1195,2.89,amazon.com,09-11-2021,02:48:00,Tuesday
UK,07-11-2020 10:31,Desktop,Purchase,/blog,direct,115,65,48,610,507,74,786,4.32,amazon.com,07-11-2020,10:31:00,Saturday
UK,01-09-2020 00:07,Mobile,Sign Up,/blog,organic search,160,32,3,851,951,47,1115,4.92,Amazon.com,01-09-2020,00:07:00,Tuesday
UK,06-07-2023 03:14,Mobile,Subscribe,/blog,social media,166,35,24,979,1903,418,517,1.15,Audible,06-07-2023,03:14:00,Thursday
USA,08-06-2021 16:06,Tablet,Contact Form,/blog,social media,72,32,44,320,1860,176,173,3.56,AWS Support,08-06-2021,16:06:00,Tuesday
USA,05-06-2020 12:00,Desktop,Download,/blog,direct,103,32,22,700,1816,339,1479,5.75,Amazon Music,05-06-2020,12:00:00,Friday
USA,02-02-2021 01:56,Desktop,Download,/blog,social media,155,40,5,319,1858,342,1111,2.04,Amazon Music,02-02-2021,01:56:00,Tuesday
USA,04-02-2021 23:54,Mobile,Download,/blog,organic search,100,61,18,847,571,339,1230,1.82,Amazon Music,04-02-2021,23:54:00,Thursday
USA,04-01-2023 04:26,Mobile,Purchase,/blog,direct,123,58,10,790,1942,248,396,5.38,amazon.com,04-01-2023,04:26:00,Wednesday
USA,01-07-2021 09:33,Mobile,Purchase,/blog,organic search,87,66,35,468,1789,149,559,1.16,amazon.com,01-07-2021,09:33:00,Thursday
USA,04-04-2022 11:31,Desktop,Sign Up,/blog,referral,139,28,19,552,1022,341,91,5.11,Amazon.com,04-04-2022,11:31:00,Monday
USA,04-03-2023 22:47,Mobile,Sign Up,/blog,social media,103,34,43,953,790,221,812,4.19,Amazon Music,04-03-2023,22:47:00,Saturday
Australia,12-12-2021 02:53,Tablet,Contact Form,/contact,paid search,45,29,45,865,1895,471,1489,5.65,Amazon Help,12-12-2021,02:53:00,Sunday
Australia,10-08-2021 16:28,Mobile,Contact Form,/contact,referral,99,37,41,775,1273,55,327,1.11,AWS Support,10-08-2021,16:28:00,Tuesday
Australia,12-03-2022 06:24,Mobile,Contact Form,/contact,direct,132,63,27,980,834,447,202,5.59,AWS Support,12-03-2022,06:24:00,Saturday
Australia,03-11-2021 13:02,Mobile,Download,/contact,referral,79,51,41,624,1549,268,1499,1.91,Prime Video,03-11-2021,13:02:00,Wednesday
Australia,04-07-2020 20:16,Desktop,Download,/contact,direct,107,63,32,403,1267,76,1114,5.28,Prime Video,04-07-2020,20:16:00,Saturday
Australia,04-10-2020 15:26,Desktop,Sign Up,/contact,direct,83,52,0,350,404,380,1354,2.2,Amazon Prime,04-10-2020,15:26:00,Sunday
Australia,02-07-2023 02:48,Mobile,Subscribe,/contact,social media,115,42,37,453,255,319,484,2.11,Audible,02-07-2023,02:48:00,Sunday
Australia,09-12-2021 03:55,Mobile,Subscribe,/contact,paid search,40,51,33,880,1570,114,989,2.92,Amazon Prime,09-12-2021,03:55:00,Thursday
Canada,08-01-2021 03:01,Mobile,Download,/contact,social media,156,21,5,357,1499,354,542,5.99,Prime Video,08-01-2021,03:01:00,Friday
Canada,04-06-2022 06:56,Mobile,Download,/contact,direct,45,38,46,56,1654,419,1445,1.79,Amazon Music,04-06-2022,06:56:00,Saturday
Canada,05-01-2023 02:26,Mobile,Purchase,/contact,referral,97,45,7,411,1213,48,451,2.45,amazon.com,05-01-2023,02:26:00,Thursday
Canada,01-07-2021 10:24,Mobile,Sign Up,/contact,organic search,103,37,0,21,914,189,294,4.22,Amazon.com,01-07-2021,10:24:00,Thursday
Canada,01-09-2021 07:46,Mobile,Subscribe,/contact,referral,78,36,49,230,416,147,135,1.39,Amazon Web Services (AWS),01-09-2021,07:46:00,Wednesday
Canada,04-03-2021 01:27,Mobile,Subscribe,/contact,organic search,119,42,13,507,888,107,1257,2.98,Audible,04-03-2021,01:27:00,Thursday
India,01-05-2020 05:24,Tablet,Contact Form,/contact,social media,124,35,28,434,1537,181,391,5.55,Amazon Help,01-05-2020,05:24:00,Friday
India,02-03-2023 13:10,Mobile,Contact Form,/contact,direct,71,38,36,805,962,56,187,2.62,Amazon Help,02-03-2023,13:10:00,Thursday
India,03-10-2020 10:42,Mobile,Purchase,/contact,organic search,69,52,8,424,1126,305,105,1.48,amazon.com,03-10-2020,10:42:00,Saturday
India,02-12-2020 07:15,Mobile,Subscribe,/contact,direct,115,28,21,573,1078,159,371,5.25,Audible,02-12-2020,07:15:00,Wednesday
India,03-01-2022 07:49,Tablet,Subscribe,/contact,organic search,74,42,4,329,594,395,66,3.9,Audible,03-01-2022,07:49:00,Monday
India,12-10-2023 16:26,Mobile,Subscribe,/contact,social media,70,63,20,70,1906,179,368,1.29,Amazon Prime,12-10-2023,16:26:00,Thursday
India,01-02-2021 03:20,Mobile,Subscribe,/contact,referral,133,65,0,549,1832,84,426,1.38,Amazon Web Services (AWS),01-02-2021,03:20:00,Monday
UK,06-12-2020 20:16,Mobile,Contact Form,/contact,organic search,35,35,30,194,1993,385,1413,3.43,AWS Support,06-12-2020,20:16:00,Sunday
UK,05-04-2021 11:43,Desktop,Contact Form,/contact,referral,77,36,46,281,643,495,1411,4.91,AWS Support,05-04-2021,11:43:00,Monday
UK,12-09-2021 16:41,Desktop,Contact Form,/contact,social media,88,62,14,695,1436,488,233,3.53,Amazon Support,12-09-2021,16:41:00,Sunday
UK,02-02-2022 09:30,Desktop,Purchase,/contact,referral,160,43,30,48,802,98,1442,3.02,amazon.com,02-02-2022,09:30:00,Wednesday
UK,11-07-2020 07:55,Mobile,Sign Up,/contact,paid search,139,20,49,340,1247,116,466,2.73,Amazon.com,11-07-2020,07:55:00,Saturday
UK,12-05-2021 08:27,Desktop,Sign Up,/contact,direct,65,43,18,119,1537,102,133,4.9,Amazon.com,12-05-2021,08:27:00,Wednesday
UK,04-06-2022 03:57,Mobile,Subscribe,/contact,direct,119,22,12,948,443,484,647,1.39,Amazon Prime,04-06-2022,03:57:00,Saturday
USA,06-10-2023 22:35,Mobile,Download,/contact,social media,169,24,31,329,1320,340,272,5.14,Prime Video,06-10-2023,22:35:00,Friday
USA,02-06-2023 11:43,Mobile,Sign Up,/contact,paid search,40,54,28,314,651,359,501,2.19,Amazon.com,02-06-2023,11:43:00,Friday
USA,04-08-2021 02:08,Mobile,Subscribe,/contact,social media,169,65,32,10,881,195,1248,2.64,Amazon Prime,04-08-2021,02:08:00,Wednesday
Australia,10-07-2023 01:31,Desktop,Download,/home,direct,34,46,43,99,917,206,607,5.88,Amazon Music,10-07-2023,01:31:00,Monday
Australia,09-05-2022 08:46,Desktop,Purchase,/home,organic search,81,65,17,468,1265,268,813,5.57,amazon.com,09-05-2022,08:46:00,Monday
Australia,01-03-2023 06:15,Tablet,Subscribe,/home,organic search,174,52,20,276,439,8,909,1.76,Amazon Prime,01-03-2023,06:15:00,Wednesday
Canada,12-07-2021 17:36,Mobile,Contact Form,/home,paid search,121,22,20,421,626,94,1465,2.05,Amazon Help,12-07-2021,17:36:00,Monday
Canada,07-10-2023 21:54,Mobile,Contact Form,/home,social media,75,66,49,263,453,200,458,4.12,Amazon Support,07-10-2023,21:54:00,Saturday
Canada,12-08-2022 04:26,Desktop,Download,/home,direct,176,58,36,553,1781,147,257,2.98,Prime Video,12-08-2022,04:26:00,Friday
Canada,06-04-2021 22:21,Mobile,Purchase,/home,organic search,170,27,23,932,1044,133,1272,3.79,amazon.com,06-04-2021,22:21:00,Tuesday
Canada,12-05-2023 18:18,Mobile,Purchase,/home,referral,124,44,12,633,1811,394,740,2.85,amazon.com,12-05-2023,18:18:00,Friday
Canada,02-07-2022 17:41,Desktop,Sign Up,/home,referral,86,27,4,62,244,380,844,1.65,Amazon Music,02-07-2022,17:41:00,Saturday
India,06-02-2022 01:22,Mobile,Contact Form,/home,referral,76,28,20,89,1700,459,329,2.19,AWS Support,06-02-2022,01:22:00,Sunday
India,10-10-2020 01:32,Desktop,Download,/home,referral,178,37,7,922,1667,53,525,5.08,Amazon Music,10-10-2020,01:32:00,Saturday
India,10-09-2021 18:02,Mobile,Purchase,/home,organic search,103,56,34,741,201,171,1296,5.69,amazon.com,10-09-2021,18:02:00,Friday
India,10-12-2022 06:08,Mobile,Purchase,/home,paid search,96,63,3,800,1367,81,136,2.47,amazon.com,10-12-2022,06:08:00,Saturday
UK,07-12-2022 08:52,Mobile,Purchase,/home,referral,172,24,4,375,1946,69,325,1.55,amazon.com,07-12-2022,08:52:00,Wednesday
UK,06-06-2021 01:44,Mobile,Sign Up,/home,paid search,156,43,44,179,1198,168,800,2.88,Amazon.com,06-06-2021,01:44:00,Sunday
UK,09-05-2021 22:24,Mobile,Sign Up,/home,social media,120,55,48,561,337,242,111,2.44,Amazon Prime,09-05-2021,22:24:00,Sunday
USA,05-08-2021 02:18,Desktop,Contact Form,/home,organic search,159,33,32,827,197,354,359,1.07,Amazon Support,05-08-2021,02:18:00,Thursday
USA,01-12-2022 03:06,Mobile,Contact Form,/home,paid search,41,58,18,661,132,299,490,2.62,Amazon Support,01-12-2022,03:06:00,Thursday
USA,11-02-2023 11:43,Mobile,Download,/home,organic search,118,45,9,840,607,265,1231,4.38,Amazon Music,11-02-2023,11:43:00,Saturday
USA,02-06-2023 18:54,Mobile,Purchase,/home,social media,106,38,30,798,1544,182,1000,2.91,amazon.com,02-06-2023,18:54:00,Friday
USA,05-01-2021 16:59,Mobile,Subscribe,/home,referral,147,33,31,348,1068,101,215,5.35,Audible,05-01-2021,16:59:00,Tuesday
Australia,10-01-2021 14:48,Mobile,Purchase,/products,organic search,50,60,7,15,778,193,1220,4.78,amazon.com,10-01-2021,14:48:00,Sunday
Australia,09-01-2022 11:25,Desktop,Sign Up,/products,direct,136,27,23,143,1685,197,57,4.83,Amazon.com,09-01-2022,11:25:00,Sunday
Australia,11-03-2021 04:12,Mobile,Subscribe,/products,direct,140,22,35,648,861,213,1240,1.25,Amazon Prime,11-03-2021,04:12:00,Thursday
Australia,02-03-2021 04:20,Desktop,Subscribe,/products,social media,167,36,31,607,928,288,208,4.27,Amazon Web Services (AWS),02-03-2021,04:20:00,Tuesday
Canada,11-05-2023 08:33,Desktop,Download,/products,referral,178,42,42,931,610,100,1229,5.53,Amazon Music,11-05-2023,08:33:00,Thursday
Canada,02-03-2021 18:03,Desktop,Download,/products,organic search,164,61,25,305,1262,334,1164,4.36,Prime Video,02-03-2021,18:03:00,Tuesday
Canada,01-10-2020 07:31,Tablet,Purchase,/products,direct,97,36,46,900,1207,451,414,2.84,amazon.com,01-10-2020,07:31:00,Thursday
Canada,05-08-2022 08:02,Mobile,Purchase,/products,referral,134,50,41,606,1196,135,1118,3.73,amazon.com,05-08-2022,08:02:00,Friday
Canada,04-06-2022 04:23,Mobile,Purchase,/products,organic search,87,57,37,863,1874,181,469,2.32,amazon.com,04-06-2022,04:23:00,Saturday
Canada,08-06-2020 22:11,Desktop,Sign Up,/products,referral,35,46,5,28,1982,129,330,4.2,Amazon Prime,08-06-2020,22:11:00,Monday
Canada,01-03-2020 10:46,Mobile,Subscribe,/products,organic search,79,51,40,250,909,217,449,4.28,Amazon Web Services (AWS),01-03-2020,10:46:00,Sunday
India,07-10-2021 11:30,Mobile,Subscribe,/products,social media,98,24,32,152,1321,324,435,5.41,Amazon Prime,07-10-2021,11:30:00,Thursday
India,11-07-2021 14:35,Desktop,Subscribe,/products,direct,118,60,29,830,1315,353,289,2.66,Amazon Prime,11-07-2021,14:35:00,Sunday
UK,10-06-2021 11:39,Mobile,Download,/products,referral,169,44,44,703,655,352,583,4.74,Prime Video,10-06-2021,11:39:00,Thursday
UK,12-02-2023 19:33,Mobile,Download,/products,organic search,140,58,7,838,1233,150,367,1.46,Amazon Music,12-02-2023,19:33:00,Sunday
UK,11-01-2023 08:43,Mobile,Sign Up,/products,social media,136,43,23,290,856,72,682,4.86,Amazon.com,11-01-2023,08:43:00,Wednesday
UK,02-04-2022 00:58,Tablet,Sign Up,/products,organic search,175,47,22,892,1789,458,302,4.61,Amazon.com,02-04-2022,00:58:00,Saturday
UK,01-10-2021 00:36,Mobile,Subscribe,/products,social media,114,62,16,706,1377,189,960,3.81,Amazon Prime,01-10-2021,00:36:00,Friday
USA,04-07-2021 16:20,Mobile,Contact Form,/products,direct,99,51,18,937,1917,373,153,3.22,AWS Support,04-07-2021,16:20:00,Sunday
USA,07-09-2020 20:46,Tablet,Download,/products,referral,42,25,45,804,1026,122,147,1.6,Prime Video,07-09-2020,20:46:00,Monday
USA,02-12-2021 09:14,Tablet,Sign Up,/products,organic search,89,51,26,785,392,361,1390,1.19,Amazon Music,02-12-2021,09:14:00,Thursday
Australia,07-05-2020 19:25,Mobile,Download,/about,referral,137,34,16,90,1798,478,789,5.89,Amazon Music,07-05-2020,19:25:00,Thursday
Australia,02-03-2022 11:14,Tablet,Download,/about,social media,88,43,35,860,1908,486,566,2.88,Prime Video,02-03-2022,11:14:00,Wednesday
Canada,01-05-2022 23:13,Mobile,Purchase,/about,organic search,42,62,31,842,1758,154,577,5.89,amazon.com,01-05-2022,23:13:00,Sunday
Canada,05-10-2023 11:11,Desktop,Sign Up,/about,paid search,103,25,12,299,325,324,820,5.55,Amazon.com,05-10-2023,11:11:00,Thursday
Canada,04-11-2022 06:48,Desktop,Sign Up,/about,social media,144,53,44,618,1511,457,1235,5.8,Amazon Music,04-11-2022,06:48:00,Friday
India,06-07-2021 13:58,Desktop,Sign Up,/about,social media,127,45,32,299,919,271,138,5.83,Amazon Prime,06-07-2021,13:58:00,Tuesday
UK,07-02-2023 19:32,Mobile,Contact Form,/about,social media,116,35,48,544,691,215,1451,4.32,AWS Support,07-02-2023,19:32:00,Tuesday
UK,02-07-2020 17:06,Desktop,Download,/about,referral,63,52,43,596,1583,426,1029,2.49,Amazon Music,02-07-2020,17:06:00,Thursday
UK,12-04-2023 15:11,Mobile,Subscribe,/about,social media,38,26,42,923,250,324,151,3.92,Audible,12-04-2023,15:11:00,Wednesday
USA,04-08-2022 18:25,Mobile,Sign Up,/about,direct,33,45,37,423,675,88,1362,1.92,Amazon.com,04-08-2022,18:25:00,Thursday
Australia,12-09-2020 18:00,Tablet,Download,/blog,paid search,57,37,29,914,736,477,883,1.31,Amazon Music,12-09-2020,18:00:00,Saturday
Australia,03-08-2022 05:00,Mobile,Download,/blog,social media,51,60,30,773,551,468,115,4.42,Prime Video,03-08-2022,05:00:00,Wednesday
Australia,09-05-2021 04:25,Desktop,Purchase,/blog,direct,143,31,44,184,1787,352,1062,1.22,amazon.com,09-05-2021,04:25:00,Sunday
Australia,03-06-2021 11:33,Mobile,Purchase,/blog,social media,38,39,7,522,713,327,447,3.93,amazon.com,03-06-2021,11:33:00,Thursday
Canada,04-10-2022 16:35,Mobile,Contact Form,/blog,referral,81,29,12,556,264,67,1165,1.79,AWS Support,04-10-2022,16:35:00,Tuesday
Canada,06-06-2023 23:32,Mobile,Contact Form,/blog,paid search,110,63,34,712,1516,361,321,2.83,Amazon Help,06-06-2023,23:32:00,Tuesday
Canada,06-11-2022 12:12,Mobile,Purchase,/blog,organic search,177,41,40,422,720,136,595,1.51,amazon.com,06-11-2022,12:12:00,Sunday
Canada,02-04-2021 16:45,Mobile,Subscribe,/blog,social media,113,57,43,475,1980,318,614,3.43,Amazon Prime,02-04-2021,16:45:00,Friday
Canada,07-10-2020 14:13,Mobile,Subscribe,/blog,social media,66,60,16,365,898,426,203,2.85,Audible,07-10-2020,14:13:00,Wednesday
India,07-02-2023 04:18,Tablet,Download,/blog,social media,122,25,4,89,1348,68,531,5.63,Prime Video,07-02-2023,04:18:00,Tuesday
India,06-03-2020 13:26,Desktop,Download,/blog,referral,73,43,37,26,335,248,520,4.7,Prime Video,06-03-2020,13:26:00,Friday
India,07-06-2021 10:09,Mobile,Download,/blog,social media,172,62,33,584,294,270,347,1.95,Amazon Music,07-06-2021,10:09:00,Monday
India,08-05-2022 09:38,Mobile,Sign Up,/blog,referral,95,39,49,263,1692,44,1058,1.7,Amazon Prime,08-05-2022,09:38:00,Sunday
India,06-05-2021 01:39,Mobile,Sign Up,/blog,direct,129,57,42,210,444,55,441,2.09,Amazon Music,06-05-2021,01:39:00,Thursday
UK,09-06-2022 10:50,Mobile,Subscribe,/blog,referral,155,42,43,903,255,136,683,1.42,Audible,09-06-2022,10:50:00,Thursday
UK,10-05-2022 09:41,Mobile,Subscribe,/blog,referral,30,62,5,389,1230,329,78,1.57,Amazon Prime,10-05-2022,09:41:00,Tuesday
USA,03-10-2020 17:37,Tablet,Download,/blog,paid search,47,28,38,97,1049,78,320,1.17,Amazon Music,03-10-2020,17:37:00,Saturday
USA,06-01-2022 01:05,Mobile,Download,/blog,social media,85,30,26,150,735,59,362,3.77,Prime Video,06-01-2022,01:05:00,Thursday
